Calidad,Ciudad,Complemento,Costo Fijo,Costo Variable por  {size1Alias},Código de la Ubicación,Código Postal,Descripción,Dirección,Distrito,Días de Entrega,Email,Estado,Fecha de Geocodificación,Fecha de la última modificación,Habilitado,Huso horario,ID de Tax,Instrucciones,Latitud,Longitud,Organización,Pais,Radio de Entrega,Tel. 1,Tel. 2,Tiempo de Servicio Fijo con ayudante,Tiempo de Servicio Fijo sin ayudante,Tiempo de Servicio Variable con ayudante,Tiempo de Servicio Variable sin ayudante,Tiene Geocerca,Tipo,Tipos de Tiempo de Servicio,Tipos de Ventana de Servicio,Última modificación por,id
,,,,,0620239686,,LOS CHEPETOS,CALLE IGNACIO ALDAMA 6 37716 SAN MIGUEL DE ALLENDE,,"S,M,T,R,S",,,,2023-01-11 11:25:01,true,Mexico/General,,,20.92460167,-100.741225,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1840091
,,,,,0620240728,,AROMO,CARRETERA CARRETERA CARR. SN 37897 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F,S",,,,2022-12-12 21:53:29,true,Mexico/General,,,20.8762361,-100.7835583,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1883252
MANUAL,,,,,0620241039,,ANGEL LLAMAS,CALLE IGNACIO ALLENDE 100 37734 SAN MIGUEL DE ALLENDE,,"S,M,T,R,F,S",,,2022-09-29 11:38:44,2022-10-25 20:33:35,true,Mexico/General,,,20.9193545,-100.75461285,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1883779
,,,,,0620241367,,LUDIVINA,CALLE SAN RAFAEL 22 37738 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,F",,,,2023-01-11 11:25:02,true,Mexico/General,,,20.92810167,-100.7588,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1888351
MANUAL,,,,,0620240749,,OSVALDO RAMIREZ,CALLE A LA CIENGUITA 12 37732 SAN MIGUEL DE ALLENDE,,"S,M,W,F,S",,,2023-09-28 11:06:59,2024-12-18 22:15:28,true,Mexico/General,,,20.9292259,-100.7820429,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1877813
,,,,,0620240722,,MARIA MAYRA,CALLE MEZQUITES 8 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,R,F,S",,,,2023-01-11 11:25:29,true,Mexico/General,,,20.9293368,-100.7751665,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1880061
MANUAL,,,,,0620239673,,JAVIER LOPEZ TAPIA,CALLE PRIVADA ALLENDE 16 37730 SAN MIGUEL DE ALLENDE,,"M,T,R,F,S",,,2022-08-11 15:06:52,2023-01-11 12:46:42,true,Mexico/General,,,20.9176867,-100.753366,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1877276
,,,,,0620241684,,FARMA SANA,"CALLE REAL DEL CONDE 50, 15 37700 SAN MIGUEL DE ALLENDE",,"S,M,W,R,F,S",,,,2023-01-11 11:25:08,true,Mexico/General,,,20.9127445,-100.724236,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1898935
MANUAL,,,,,0620236114,,BISTRO MARIA,CALLE SALIDA A QUERETARO 101 37700 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F",,,2022-05-25 13:00:57,2022-09-30 20:34:22,true,Mexico/General,,,20.9086737,-100.7385547,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1762175
,,,,,0680002706,,Carlos Adrian Resendiz Gonzale,37886,,,,,,2023-01-19 22:55:49,true,Mexico/General,,,,,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1765493
,,,,,0620236914,,BARBER SHOP,CALLE 5 DE MAYO 12 37880 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F",,,,2024-11-08 22:53:24,true,Mexico/General,,,20.94251667,-100.6747633,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1764011
,,,,,0620240718,,GUADALUPE RIVERA,CALLE HIDALGO SUR 7 37759 SAN MIGUEL DE ALLENDE,,"S,M,W,F",,,,2024-10-14 06:09:42,true,Mexico/General,,,20.91132167,-100.762605,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1882563
MANUAL,,,,,0620236431,,TIENDA SOSNABAR,CALLE ROCAS 11 37880 SAN MIGUEL DE ALLENDE,,"M,T,R,F,S",,,2022-05-25 13:07:32,2023-01-11 12:47:18,true,Mexico/General,,,20.8598641,-100.6547697,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1747793
,,,,,0680002879,,Noe Fabian Ramirez Tovar,38080,,,,,,2023-01-19 22:55:33,true,Mexico/General,,,,,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1765495
MANUAL,,,,,0603501262,,REST CHAPALA,LIBRAMIENTO A DOL HGO 9 37700 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F",,,2021-01-19 16:16:46,2023-04-24 22:19:22,true,,,,20.92323386,-100.7601184,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,685339
MANUAL,,,,,0620239905,,SALITRILLO,CALLE PALOMAS 25 37895 SAN MIGUEL DE ALLENDE,,"S,T,W,R,F,S",,,2023-10-30 16:07:58,2023-10-30 16:07:58,true,Mexico/General,,,20.935578813532775,-100.80944716930391,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,MX03884456,1835536
MANUAL,,,,,0620235865,,CASA DEL TUNBAGON,CALLE HERNANDEZ MACIAS 6 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,R,F,S",,,2023-03-02 15:34:34,2023-07-13 22:32:45,true,Mexico/General,,,20.91712984866852,-100.74426412582399,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1741391
,,,,,0620238337,,TRES FUENTES,CALLE BAEZA 7 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,W,F,S",,,,2024-10-23 21:36:24,true,Mexico/General,,,20.907708,-100.7427639,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1874792
,,,,,0620236370,,JOSEFINA RIOS,CALLE ACAPAMIXTLE 36 37700 SAN MIGUEL DE ALLENDE,,"S,T,R,S",,,,2024-12-30 05:47:09,true,Mexico/General,,,20.91840833,-100.7388917,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1741392
MANUAL,,,,,0620234722,,LA GLORIA,CALLE CANAL 7 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,W,F,S",,,2022-12-06 13:56:30,2022-12-08 21:43:31,true,Mexico/General,,,20.9146972,-100.7448516,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1743951
,,,,,0620236183,,SANDRA OLVERA,CALLE PRINCIPAL NORTE 38 37765 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F,S",,,,2022-05-23 22:39:36,true,Mexico/General,,,20.85229,-100.77844,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1739331
,,,,,0620236369,,CRI CRI,CALLE CRICRI 21 37700 SAN MIGUEL DE ALLENDE,,"S,M,W,F,S",,,,2024-10-14 21:51:50,true,Mexico/General,,,20.92261333,-100.744815,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1747790
MANUAL,,,,,0620236430,,TIENDA SOSNABAR,CALLE ROCAS 11 37880 SAN MIGUEL DE ALLENDE,,"S,T,W,R,F,S",,,2022-08-25 17:44:07,2024-10-14 06:09:48,true,Mexico/General,,,20.85945900269338,-100.65467774866195,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1747794
MANUAL,,,,,0620236604,,GORDITAS LULU,CALLE PLAZA SAN MIGUEL 1 37700 SAN MIGUEL DE ALLENDE,,"S,M,W,F",,,2024-04-23 12:46:47,2025-05-02 12:57:19,true,Mexico/General,,,20.91519463795923,-100.7498323917389,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1746843
MANUAL,,,,,0620236008,,EL DEBER LLAMA,"CALLE EMENTAL ORIENTE 137, 137 37740 SAN MIGUEL DE ALLENDE",,"S,M,T,W,F,S",,,2023-09-07 17:47:25,2023-09-07 17:47:25,true,Mexico/General,,,20.947507800776734,-100.83049178123476,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,MX03884456,1748438
,,,,,0620235422,,LOPEZ LUNA FRANCISCO MARTIN,CALLE ALDAMA 74 37700 SAN MIGUEL DE ALLENDE,,"S,M,W,F",,,,2022-05-25 21:51:53,true,Mexico/General,,,20.90826,-100.7442067,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1746477
MANUAL,,,,,0620227306,,LETICIA VALOR BARRON,CALLE GUANAJUATO 8 37838 DOLORES HIDALGO CUNA DE L,,"S,M,T,W,R,F",,,2023-11-18 16:24:11,2024-12-13 21:55:43,true,Mexico/General,,,20.911722999825823,-101.03208124637605,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1365771
,,,,,0620201435,,,,,0,,,,2023-01-11 11:01:53,false,,,,,,Distribuidora San Miguel de Allende,,0.049,,,,,,,false,Default,,,gmresequence,771486
MANUAL,,,,,0620236111,,MARCO ANTONIO,CALLE GUMERCINDO 8 37740 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F",,,2022-07-02 11:47:35,2022-08-26 21:29:27,true,Mexico/General,,,20.93380516602773,-100.73893725872041,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1735451
MANUAL,,,,,0620248244,,OXXO ABAD,CALZADA CALZADA DE LA LUZ 130 37700 SAN MIGUEL DE ALLENDE,,"S,T,R,S",,,2023-03-29 14:28:24,2024-07-22 06:14:34,true,Mexico/General,,,20.91893,-100.7484083333,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1978703
MANUAL,,,,,0620236061,,MARISCOS CHELA MAR,CALLE QUINTA SAN JOSE KM8.5 37740 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,S",,,2022-05-17 11:51:01,2022-05-19 23:50:43,true,Mexico/General,,,20.9929993,-100.7846197,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1732761
,,,,,0620113945,,,,,0,,,,2023-01-11 11:01:56,false,,,,,,Distribuidora San Miguel de Allende,,0.049,,,,,,,false,Default,,,gmresequence,772486
,,,,,0620184679,,CRISANTA ZARATE,CALLE LUIS CORTAZAR 61 38204 COMONFORT,,,,,,2022-07-07 20:59:43,true,,,,20.717735,-100.7594205,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,772943
MANUAL,,,,,0620251140,,CERVECERIA ALLENDE TAP ROOM,CALLE SALIDA CELAYA SN 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,S",,,2023-03-07 22:35:56,2024-11-14 22:19:31,true,Mexico/General,,,20.9060361,-100.7488569,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1981368
MANUAL,,,,,0620250290,,MARIAMARICELA,AVENIDA 1MAYO SN 37740 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F,S",,,2023-03-19 23:19:25,2023-03-20 22:20:12,true,Mexico/General,,,20.9062114,-100.7208295,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1979239
,,,,,0620121887,,,,,0,,,,2023-01-11 11:01:52,false,,,,,,Distribuidora San Miguel de Allende,,0.049,,,,,,,false,Default,,,gmresequence,682770
,,,,,0620128832,,,,,0,,,,2023-01-11 11:01:56,false,,,,,,Distribuidora San Miguel de Allende,,0.049,,,,,,,false,Default,,,gmresequence,685070
MANUAL,,,,,0620251042,,TIENDA SANDRA,CALLE ANTONIO VILLANUEVA 21 37730 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,F",,,2024-04-23 12:45:50,2024-11-29 22:23:34,true,Mexico/General,,,20.91924014803568,-100.75081407991094,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1981573
MANUAL,,,,,0620236185,,EL MILAGRO,CALLE NOMBRE 53 SN 37740 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,S",,,2023-07-14 14:33:01,2023-07-14 14:33:01,true,Mexico/General,,,20.89720522261532,-100.752010345459,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,MX03884456,1732758
MANUAL,,,,,0620236000,,JUAN FUENTES,CALLE REFUGIO 43 37750 SAN MIGUEL DE ALLENDE,,"S,M,T,R,F,S",,,2025-04-02 13:42:40,2025-04-02 13:42:40,true,Mexico/General,,,20.87900214517069,-100.76875805854799,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,MX03884456,1730613
,,,,,0620236605,,MIS AMORES,CALLE JAIME NUNO 1 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,R,S",,,,2022-05-31 21:58:55,true,Mexico/General,,,20.918985,-100.74696,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1747791
MANUAL,,,,,0620235227,,POLLERIA,AVENIDA EL ALAMO SN 37738 SAN MIGUEL DE ALLENDE,,"S,T,W,R,S",,,2023-10-30 17:22:42,2023-10-30 17:22:42,true,Mexico/General,,,20.925968799695344,-100.76366186141968,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,MX03884456,1750334
MANUAL,,,,,0620235921,,MARISOL DOMINGUEZ,CALLE LAS ROSAS 24 37886 SAN MIGUEL DE ALLENDE,,"S,M,T,R,F,S",,,2022-05-05 12:32:18,2022-05-19 21:01:04,true,Mexico/General,,,20.8639819,-100.6556243,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1728461
MANUAL,,,,,0620236186,,HAMBURGUESAS LORENA,CALLE CALZADA LA ESTACIÓN SN 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,S",,,2022-05-10 07:50:56,2022-05-19 21:00:55,true,Mexico/General,,,20.9146646,-100.7534679,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1732757
,,,,,0620236429,,CARMEN LORENA GONZÁLEZ,"CALLE PRINCIPAL 4, 4 37740 SAN MIGUEL DE ALLENDE",,"S,M,T,R,F",,,,2024-07-16 21:04:05,true,Mexico/General,,,20.91180167,-100.93492,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1746476
MANUAL,,,,,0620236007,,TIENDA ANGELINA,CARRETERA CARRTERA A LOS RODRÍ 37880 SAN MIGUEL DE ALLENDE,,"S,M,T,W,R,F",,,2022-05-10 08:00:47,2024-10-18 22:54:23,true,Mexico/General,,,20.9953588,-100.6645562,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1730615
MANUAL,,,,,0620236117,,PORK BELLY,CALLE STIRLING DIKINSON 10 37750 SAN MIGUEL DE ALLENDE,,"S,M,T,W,F,S",,,2022-05-10 07:59:32,2022-09-21 22:00:41,true,Mexico/General,,,20.9064515,-100.7506126,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmresequence,1730616
,,,,,0620236676,,ARTURO GOIZ,AVENIDA AVENIDA PRINCIPAL LA L 37740 SAN MIGUEL DE ALLENDE,,"S,T,W,R,S",,,,2024-10-17 21:18:45,true,Mexico/General,,,20.9000032,-100.7168673,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1750332
,,,,,0620236115,,CLAUDIA IRAIS RAMÍREZ,ANDADOR GARITONES 13 37755 SAN MIGUEL DE ALLENDE,,,,,,2022-05-19 21:01:05,true,Mexico/General,,,,,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1748439
MANUAL,,,,,0620236009,,ABARROTES LANDIN,CALLE ADOLFO LOPEZ MATEOS 7 37800 DOLORES HIDALGO CUNA DE L,,"S,M,T,R,F,S",,,2022-05-05 12:33:52,2022-05-19 21:01:10,true,Mexico/General,,,21.0794726,-100.8239645,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1728462
MANUAL,,,,,0620236917,,GABRIEL CARRASCO,CALLE LA LOMA 81 37898 SAN MIGUEL DE ALLENDE,,"S,M,W,R,F,S",,,2022-10-12 09:38:31,2024-11-04 23:39:16,true,Mexico/General,,,20.8842855,-100.7806861,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1770971
MANUAL,,,,,0620236913,,CAFE 1910,CALLE ESPERANZA 22 37750 SAN MIGUEL DE ALLENDE,,"S,T,W,R,F,S",,,2022-05-27 10:25:40,2024-11-11 05:06:02,true,Mexico/General,,,20.90922,-100.753526666667,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1767152
,,,,,0620236916,,MARCELA HERNÁNDEZ,CALLE IGNACIO RAMÍREZ 22 37700 SAN MIGUEL DE ALLENDE,,"S,M,T,W,F,S",,,,2022-06-13 12:17:40,true,Mexico/General,,,20.92816167,-100.745485,Distribuidora San Miguel de Allende,MX,0.05,,,,,,,false,Default,,,gmtmproot,1768992
